Time (s),Extension (mm),Load (N),Tensile strain (mm/mm)
210.654,15.47856,12100.91504,0.12104
210.754,15.48706,12103.50977,0.12111
210.854,15.49568,12103.49023,0.12118
210.954,15.50368,12099.28809,0.12124
211.054,15.512,12101.01172,0.1213
211.154,15.52031,12100.57031,0.12137
211.254,15.52862,12101.10938,0.12144
211.354,15.53712,12105.08984,0.1215
211.454,15.54562,12106.34961,0.12157
211.554,15.55394,12101.24414,0.12163
211.654,15.56187,12101.36621,0.1217
211.754,15.57025,12103.86426,0.12176
211.854,15.57869,12102.96387,0.12183
211.954,15.58681,12103.46191,0.12189
212.054,15.5955,12108.36035,0.12196
212.154,15.60387,12106.9375,0.12203
212.254,15.612,12102.84473,0.12209
212.354,15.62037,12105.43066,0.12216
212.454,15.62881,12106.79883,0.12222
212.554,15.63712,12102.99805,0.12229
212.654,15.64512,12103.4541,0.12235
212.754,15.65368,12108.31445,0.12242
212.854,15.66218,12106.99512,0.12249
212.954,15.67037,12106.98828,0.12255
213.054,15.67894,12109.03613,0.12262
213.154,15.68718,12107.45703,0.12268
213.254,15.69531,12105.86816,0.12275
213.354,15.70343,12105.75781,0.12281
213.454,15.71194,12110.19336,0.12288
213.554,15.72056,12111.14648,0.12295
213.654,15.72868,12109.20703,0.12301
213.754,15.73712,12110.30762,0.12308
213.854,15.7455,12108.31934,0.12314
213.954,15.75356,12107.52246,0.12321
214.054,15.762,12110.69629,0.12327
214.154,15.77044,12109.95508,0.12334
214.254,15.77868,12108.52344,0.1234
214.354,15.78706,12110.30371,0.12347
214.454,15.79543,12112.83984,0.12354
214.554,15.80394,12110.79785,0.1236
214.654,15.81194,12110.02734,0.12367
214.754,15.82037,12111.62012,0.12373
214.854,15.82868,12109.64062,0.1238
214.954,15.83668,12109.09473,0.12386
215.054,15.84544,12116.02344,0.12393
215.154,15.85393,12115.29395,0.124
215.254,15.86212,12111.03027,0.12406
215.354,15.87037,12111.55762,0.12413
215.454,15.87868,12112.5918,0.12419
215.554,15.887,12110.94141,0.12426
215.654,15.89518,12112.18359,0.12432
215.754,15.90375,12116.26172,0.12439
215.854,15.91231,12113.81445,0.12446
215.954,15.92025,12112.02148,0.12452
216.054,15.92875,12115.45215,0.12459
216.154,15.93719,12115.73242,0.12465
216.254,15.94537,12113.8252,0.12472
216.354,15.95362,12112.72559,0.12478
216.454,15.96193,12115.93555,0.12485
216.554,15.97037,12115.8291,0.12491
216.654,15.97868,12118.06055,0.12498
216.754,15.98712,12118.41016,0.12505
216.854,15.99556,12115.57715,0.12511
216.954,16.00368,12114.16504,0.12518
217.054,16.01187,12115.37012,0.12524
217.154,16.02031,12116.4834,0.12531
217.254,16.02875,12116.6084,0.12537
217.354,16.03719,12118.69043,0.12544
217.454,16.04556,12119.40137,0.12551
217.554,16.05381,12114.55176,0.12557
217.654,16.06181,12116.375,0.12563
217.754,16.07037,12120.12891,0.1257
217.854,16.07875,12117.31348,0.12577
217.954,16.08681,12116.30371,0.12583
218.054,16.0955,12121.81055,0.1259
218.154,16.10375,12119.85742,0.12596
218.254,16.11206,12118.29297,0.12603
218.354,16.12043,12119.74219,0.1261
218.454,16.12881,12120.14746,0.12616
218.554,16.13712,12116.66992,0.12623
218.654,16.145,12115.58398,0.12629
218.754,16.15368,12122.40625,0.12636
218.854,16.16231,12122.5498,0.12642
218.954,16.17037,12119.61914,0.12649
219.054,16.17893,12121.4375,0.12656
219.154,16.18712,12120.20703,0.12662
219.254,16.19525,12119.18848,0.12668
219.354,16.20362,12121.25977,0.12675
219.454,16.212,12123.5791,0.12682
219.554,16.2205,12122.43555,0.12688
219.654,16.22869,12122.02637,0.12695
219.754,16.237,12122.5752,0.12701
219.854,16.24556,12123.03418,0.12708
219.954,16.25368,12121.10254,0.12714
220.054,16.262,12122.26367,0.12721
220.154,16.27037,12121.52246,0.12728
220.254,16.27862,12120.9502,0.12734
220.354,16.287,12123.84668,0.12741
220.454,16.29556,12126.75,0.12747
220.554,16.30393,12122.64258,0.12754
220.654,16.31193,12122.16992,0.1276
220.754,16.32037,12124.56836,0.12767
220.854,16.32862,12121.48438,0.12773
220.954,16.33675,12123.30273,0.1278
221.054,16.3455,12128.65527,0.12787
221.154,16.35387,12126.45312,0.12793
221.254,16.36212,12123.79883,0.128
221.354,16.37025,12123.30566,0.12806
221.454,16.37875,12126.08496,0.12813
221.554,16.38712,12124.20312,0.12819
221.654,16.39519,12123.17871,0.12826
221.754,16.40381,12128.24609,0.12833
221.854,16.41225,12125.10059,0.12839
221.954,16.42019,12124.42969,0.12846
222.054,16.42893,12129.10449,0.12852
222.154,16.43718,12127.20117,0.12859
222.254,16.44537,12124.79297,0.12865
222.354,16.45356,12124.77344,0.12872
222.454,16.46187,12127.80371,0.12878
222.554,16.4705,12129.33398,0.12885
222.654,16.47875,12129.94043,0.12892
222.754,16.48712,12129.20508,0.12898
222.854,16.49556,12127.64258,0.12905
222.954,16.5035,12124.38672,0.12911
223.054,16.51193,12128.05566,0.12918
223.154,16.52044,12128.88184,0.12924
223.254,16.52875,12127.54785,0.12931
223.354,16.53712,12128.79004,0.12938
223.454,16.5455,12130.71387,0.12944
223.554,16.55375,12126.70605,0.12951
223.654,16.56194,12128.60547,0.12957
223.754,16.57037,12130.59668,0.12964
223.854,16.57875,12127.50195,0.1297
223.954,16.58675,12127.57227,0.12977
224.054,16.59537,12132.16211,0.12983
224.154,16.60381,12132.27441,0.1299
224.254,16.61212,12130.27539,0.12997
224.354,16.62044,12129.52246,0.13003
224.454,16.62881,12130.58887,0.1301
224.554,16.637,12126.58398,0.13016
224.654,16.64506,12128.53027,0.13023
224.754,16.65375,12134.2998,0.13029
224.854,16.66225,12131.41016,0.13036
224.954,16.67031,12129.37207,0.13042
225.054,16.67881,12132.07812,0.13049
225.154,16.68706,12131.07129,0.13056
225.254,16.69537,12131.77246,0.13062
225.354,16.70362,12130.87988,0.13069
225.454,16.712,12133.20801,0.13075
225.554,16.72043,12132.37891,0.13082
225.654,16.72856,12132.69336,0.13088
225.754,16.73706,12135.2666,0.13095
225.854,16.74562,12134.53125,0.13102
225.954,16.75368,12129.8877,0.13108
226.054,16.762,12131.88086,0.13115
226.154,16.77031,12130.78125,0.13121
226.254,16.77862,12132.1123,0.13128
226.354,16.78712,12134.81934,0.13134
226.454,16.79562,12136.0166,0.13141
226.554,16.80394,12131.38281,0.13148
226.654,16.81187,12130.94922,0.13154
226.754,16.82025,12134.32031,0.13161
226.854,16.82868,12133.16699,0.13167
226.954,16.83681,12133.28418,0.13174
227.054,16.84556,12137.71973,0.1318
227.154,16.85387,12135.44336,0.13187
227.254,16.862,12132.31836,0.13193
227.354,16.87031,12134.15332,0.132
227.454,16.87881,12136.64258,0.13207
227.554,16.88712,12132.3457,0.13213
227.654,16.89518,12131.97754,0.1322
227.754,16.90362,12136.42871,0.13226
227.854,16.91218,12135.70898,0.13233
227.954,16.92037,12136.05957,0.13239
228.054,16.92894,12137.52441,0.13246
228.154,16.93719,12135.46289,0.13253
228.254,16.94531,12133.83203,0.13259
228.354,16.95343,12133.37207,0.13265
228.454,16.96193,12138.6875,0.13272
228.554,16.9705,12138.32812,0.13279
228.654,16.97869,12136.8584,0.13285
228.754,16.98712,12137.69629,0.13292
228.854,16.9955,12136.52832,0.13299
228.954,17.00362,12134.60938,0.13305
229.054,17.012,12137.73926,0.13312
229.154,17.02037,12135.99219,0.13318
229.254,17.02868,12135.35645,0.13325
229.354,17.037,12137.12598,0.13331
229.454,17.04543,12139.27539,0.13338
229.554,17.05393,12136.75684,0.13345
229.654,17.06193,12136.94629,0.13351
229.754,17.07037,12137.66504,0.13357
229.854,17.07868,12135.42383,0.13364
229.954,17.08669,12135.49121,0.1337
230.054,17.09544,12142.0918,0.13377
230.154,17.10394,12141.65723,0.13384
230.254,17.11212,12136.72559,0.1339
230.354,17.12037,12137.23828,0.13397
230.454,17.12868,12137.45703,0.13403
230.554,17.137,12136.06934,0.1341
230.654,17.14519,12137.45215,0.13416
230.754,17.15381,12141.25195,0.13423
230.854,17.16237,12139.65625,0.1343
230.954,17.17025,12136.52441,0.13436
231.054,17.17875,12139.91309,0.13443
231.154,17.18719,12140.64258,0.13449
231.254,17.19537,12138.66016,0.13456
231.354,17.20362,12137.89258,0.13462
231.454,17.21194,12140.60938,0.13469
231.554,17.22037,12140.04004,0.13476
231.654,17.22869,12141.75781,0.13482
231.754,17.23718,12143.17383,0.13489
231.854,17.24562,12140.45801,0.13495
231.954,17.25362,12136.73535,0.13502
232.054,17.26187,12138.89746,0.13508
232.154,17.27031,12140.00586,0.13515
232.254,17.27875,12140.64551,0.13522
232.354,17.28712,12141.23926,0.13528
232.454,17.29556,12141.99316,0.13535
232.554,17.30381,12138.23828,0.13541
232.654,17.31181,12139.14062,0.13548
232.754,17.32037,12143.01465,0.13554
232.854,17.32875,12140.0459,0.13561
232.954,17.33681,12138.80371,0.13567
233.054,17.34543,12144.02734,0.13574
233.154,17.35381,12142.29492,0.13581
233.254,17.36206,12140.88086,0.13587
233.354,17.37043,12141.86914,0.13594
233.454,17.37881,12141.70508,0.136
233.554,17.38712,12138.08105,0.13607
233.654,17.39506,12138.53613,0.13613
233.754,17.40368,12143.73438,0.1362
233.854,17.41231,12143.74316,0.13627
233.954,17.42037,12141.28711,0.13633
234.054,17.42887,12142.59375,0.1364
234.154,17.43712,12141.52441,0.13646
234.254,17.44518,12140.46289,0.13653
234.354,17.45356,12142.61328,0.13659
234.454,17.462,12144.93262,0.13666
234.554,17.47056,12144.05078,0.13673
234.654,17.47868,12142.64355,0.13679
234.754,17.487,12142.95703,0.13686
234.854,17.4955,12143.16113,0.13692
234.954,17.50368,12142.10352,0.13699
235.054,17.512,12142.54004,0.13705
235.154,17.52037,12142.06055,0.13712
235.254,17.52856,12140.875,0.13718
235.354,17.537,12143.85547,0.13725
235.454,17.54556,12147.16113,0.13732
235.554,17.55387,12142.43359,0.13738
235.654,17.56194,12141.69531,0.13745
235.754,17.57031,12143.4248,0.13751
235.854,17.57856,12141.31055,0.13758
235.954,17.58675,12142.87598,0.13764
236.054,17.5955,12148.04395,0.13771
236.154,17.60393,12145.66895,0.13778
236.254,17.61212,12141.60352,0.13784
236.354,17.62031,12141.4873,0.13791
236.454,17.62868,12144.45801,0.13797
236.554,17.63712,12142.5625,0.13804
236.654,17.64518,12141.70508,0.1381
236.754,17.65381,12146.12695,0.13817
236.854,17.66218,12143.14355,0.13823
236.954,17.67019,12142.99902,0.1383
237.054,17.67887,12146.82422,0.13837
237.154,17.68719,12145.44434,0.13843
237.254,17.69537,12142.60742,0.1385
237.354,17.70356,12143.0127,0.13856
237.454,17.71187,12145.00781,0.13863
237.554,17.7205,12146.84375,0.13869
237.654,17.72875,12146.62109,0.13876
237.754,17.73712,12146.50098,0.13882
237.854,17.74562,12144.42871,0.13889
237.954,17.7535,12141.01953,0.13895
238.054,17.76187,12144.62207,0.13902
238.154,17.77043,12145.97656,0.13909
238.254,17.77875,12144.37402,0.13915
238.354,17.78712,12145.69629,0.13922
238.454,17.7955,12146.77832,0.13928
238.554,17.80375,12142.86621,0.13935
238.654,17.81194,12145.73145,0.13941
238.754,17.82037,12146.96582,0.13948
238.854,17.82875,12143.42773,0.13955
238.954,17.83675,12143.30078,0.13961
239.054,17.84537,12148.46484,0.13968
239.154,17.85381,12147.99316,0.13974
239.254,17.86212,12145.4707,0.13981
239.354,17.87037,12144.78418,0.13987
239.454,17.87875,12145.23438,0.13994
239.554,17.88693,12142.43945,0.14
239.654,17.89506,12143.45898,0.14007
239.754,17.90381,12150.28223,0.14014
239.854,17.91231,12146.55078,0.1402
239.954,17.92037,12144.48926,0.14027
240.054,17.92881,12146.30273,0.14033
240.154,17.93706,12144.92578,0.1404
240.254,17.94531,12145.86133,0.14046
240.354,17.95362,12145.25293,0.14053
240.454,17.96194,12147.33594,0.1406
240.554,17.9705,12147.16113,0.14066
240.654,17.97862,12146.08594,0.14073
240.754,17.98706,12148.67285,0.14079
240.854,17.99569,12148.7998,0.14086
240.954,18.00368,12143.99316,0.14092
241.054,18.012,12145.68457,0.14099
241.154,18.02031,12144.91309,0.14105
241.254,18.02862,12145.40527,0.14112
241.354,18.03712,12148.45801,0.14119
241.454,18.04562,12149.87891,0.14125
241.554,18.05393,12144.54102,0.14132
241.654,18.06187,12144.625,0.14138
241.754,18.07031,12147.03613,0.14145
241.854,18.07869,12146.03906,0.14151
241.954,18.08675,12145.58008,0.14158
242.054,18.09544,12149.7832,0.14165
242.154,18.10387,12148.64746,0.14171
242.254,18.112,12145.16699,0.14178
242.354,18.12037,12147.28418,0.14184
242.454,18.12887,12148.84473,0.14191
242.554,18.13712,12144.2334,0.14197
242.654,18.14519,12143.78418,0.14204
242.754,18.15368,12148.41797,0.1421
242.854,18.16212,12146.49023,0.14217
242.954,18.17037,12147.87988,0.14224
243.054,18.17893,12149.14941,0.1423
243.154,18.18718,12146.68066,0.14237
243.254,18.19531,12144.76562,0.14243
243.354,18.2035,12145.17383,0.1425
243.454,18.21194,12149.50195,0.14256
243.554,18.22056,12149.82812,0.14263
243.654,18.22869,12147.4043,0.1427
243.754,18.23706,12148.55957,0.14276
243.854,18.2455,12146.19922,0.14283
243.954,18.25356,12145.04004,0.14289
244.054,18.262,12148.58398,0.14296
244.154,18.27037,12146.8252,0.14302
244.254,18.27868,12145.80859,0.14309
244.354,18.287,12146.8584,0.14315
244.454,18.2955,12149.74902,0.14322
244.554,18.30393,12146.9209,0.14329
244.654,18.31194,12146.50098,0.14335
244.754,18.32037,12148.34375,0.14342
244.854,18.32869,12145.38379,0.14348
244.954,18.33669,12145.47754,0.14355
245.054,18.34543,12151.57715,0.14361
245.154,18.35387,12150.57227,0.14368
245.254,18.36218,12146.65137,0.14375
245.354,18.37037,12146.27148,0.14381
245.454,18.37868,12146.80566,0.14388
245.554,18.387,12144.53906,0.14394
245.654,18.39519,12146.67871,0.14401
245.754,18.40381,12150.37402,0.14407
245.854,18.41231,12147.56543,0.14414
245.954,18.42025,12145.21777,0.1442
246.054,18.42881,12148.51074,0.14427
246.154,18.43719,12149.31152,0.14434
246.254,18.44543,12146.80078,0.1444
246.354,18.45356,12145.22461,0.14447
246.454,18.46194,12147.85254,0.14453
246.554,18.47037,12147.65234,0.1446
246.654,18.47868,12149.77344,0.14466
246.754,18.48712,12150.50195,0.14473
246.854,18.49562,12147.55762,0.1448
246.954,18.50362,12144.57812,0.14486
247.054,18.51187,12146.5791,0.14493
247.154,18.52031,12146.24805,0.14499
247.254,18.52868,12147.48242,0.14506
247.354,18.53712,12148.52637,0.14512
247.454,18.54556,12148.94922,0.14519
247.554,18.55381,12145.29395,0.14526
247.654,18.56181,12145.59473,0.14532
247.754,18.57037,12149.41602,0.14539
247.854,18.57875,12147.0957,0.14545
247.954,18.58681,12145.55176,0.14552
248.054,18.59543,12150.32617,0.14558
248.154,18.60375,12148.36621,0.14565
248.254,18.61206,12147.0332,0.14571
248.354,18.62044,12148.5625,0.14578
248.454,18.62881,12147.86133,0.14585
248.554,18.63706,12144.07227,0.14591
248.654,18.64506,12144.21191,0.14597
248.754,18.65368,12149.70215,0.14604
248.854,18.66225,12148.71387,0.14611
248.954,18.67037,12146.91211,0.14617
249.054,18.67894,12148.30371,0.14624
249.154,18.68712,12146.19629,0.14631
249.254,18.69525,12145.16406,0.14637
249.354,18.70356,12147.25195,0.14643
249.454,18.712,12149.25879,0.1465
249.554,18.72056,12148.41113,0.14657
249.654,18.72869,12147.52539,0.14663
249.754,18.737,12148.11621,0.1467
249.854,18.74556,12148.30078,0.14677
249.954,18.75368,12146.02246,0.14683
250.054,18.762,12146.60156,0.14689
250.154,18.77037,12145.70898,0.14696
250.254,18.77856,12145.07129,0.14703
250.354,18.78706,12148.14453,0.14709
250.454,18.79562,12150.53223,0.14716
250.554,18.80387,12145.71289,0.14722
250.654,18.81194,12145.3291,0.14729
250.754,18.82031,12146.58008,0.14735
250.854,18.82862,12144.9043,0.14742
250.954,18.83681,12146.63379,0.14748
251.054,18.8455,12151.08887,0.14755
251.154,18.85394,12148.79199,0.14762
251.254,18.86212,12145.44629,0.14768
251.354,18.87025,12144.69922,0.14775
251.454,18.87875,12147.9873,0.14781
251.554,18.88712,12146.03223,0.14788
251.654,18.89519,12144.82227,0.14794
251.754,18.90381,12148.81055,0.14801
251.854,18.91219,12146.06055,0.14808
251.954,18.92025,12145.5957,0.14814
252.054,18.92893,12149.37598,0.14821
252.154,18.93719,12147.15625,0.14827
252.254,18.94543,12145.43164,0.14834
252.354,18.95356,12144.13477,0.1484
252.454,18.96181,12146.50586,0.14847
252.554,18.9705,12149.11035,0.14854
252.654,18.97875,12148.82324,0.1486
252.754,18.98712,12147.99414,0.14867
252.854,18.99562,12146.44434,0.14873
252.954,19.0035,12142.39355,0.1488
253.054,19.01193,12146.27734,0.14886
253.154,19.02044,12147.14844,0.14893
253.254,19.02875,12145.50684,0.149
253.354,19.03712,12146.09863,0.14906
253.454,19.0455,12147.62207,0.14913
253.554,19.05381,12143.72559,0.14919
253.654,19.06193,12145.82129,0.14926
253.754,19.07043,12147.6543,0.14932
253.854,19.07869,12143.67578,0.14939
253.954,19.08669,12143.19824,0.14945
254.054,19.09531,12148.29785,0.14952
254.154,19.10381,12148.78516,0.14959
254.254,19.11212,12146.04395,0.14965
254.354,19.12043,12145.30664,0.14972
254.454,19.12881,12145.89746,0.14978
254.554,19.13694,12142.1416,0.14985
254.654,19.14506,12143.45801,0.14991
254.754,19.15381,12149.79883,0.14998
254.854,19.16237,12147.22168,0.15005
254.954,19.17031,12143.07715,0.15011
255.054,19.17881,12145.85449,0.15018
255.154,19.18706,12145.05273,0.15024
255.254,19.19537,12145.54883,0.15031
255.354,19.20362,12144.76074,0.15037
255.454,19.212,12147.00977,0.15044
255.554,19.2205,12145.77441,0.1505
255.654,19.22856,12144.87891,0.15057
255.754,19.237,12146.96875,0.15063
255.854,19.24568,12147.32812,0.1507
255.954,19.25368,12142.81934,0.15077
256.054,19.26193,12143.45898,0.15083
256.154,19.27031,12143.5498,0.1509
256.254,19.27862,12143.7627,0.15096
256.354,19.28712,12146.35938,0.15103
256.454,19.29562,12147.75879,0.1511
256.554,19.30393,12142.25781,0.15116
256.654,19.31181,12142.17285,0.15122
256.754,19.32025,12144.96191,0.15129
256.854,19.32869,12143.87891,0.15136
256.954,19.33681,12143.52344,0.15142
257.054,19.3455,12147.23926,0.15149
257.154,19.35387,12145.81445,0.15156
257.254,19.362,12141.93359,0.15162
257.354,19.37037,12143.75684,0.15169
257.454,19.37887,12145.84961,0.15175
257.554,19.38706,12141.17773,0.15182
257.654,19.39512,12141.09082,0.15188
257.754,19.40368,12145.31934,0.15195
257.854,19.41212,12143.93262,0.15201
257.954,19.42037,12144.49219,0.15208
258.054,19.42893,12145.64746,0.15215
258.154,19.43725,12143.49609,0.15221
258.254,19.44531,12141.50977,0.15228
258.354,19.4535,12141.19922,0.15234
258.454,19.46194,12145.31543,0.15241
258.554,19.4705,12145.12109,0.15247
258.654,19.47868,12144.24121,0.15254
258.754,19.48706,12144.79102,0.1526
258.854,19.4955,12142.74902,0.15267
258.954,19.50362,12141.31348,0.15273
259.054,19.512,12143.99316,0.1528
259.154,19.52037,12142.29492,0.15287
259.254,19.52868,12141.34473,0.15293
259.354,19.537,12142.61621,0.153
259.454,19.54543,12144.62695,0.15306
259.554,19.55394,12142.59082,0.15313
259.654,19.56194,12141.71094,0.15319
259.754,19.57037,12142.94141,0.15326
259.854,19.57868,12140.17676,0.15333
259.954,19.58668,12139.78125,0.15339
260.054,19.59543,12146.32812,0.15346
260.154,19.60393,12145.40527,0.15352
260.254,19.61212,12140.46484,0.15359
260.354,19.62037,12140.81543,0.15365
260.454,19.62868,12141.85645,0.15372
260.554,19.637,12139.19043,0.15378
260.654,19.64518,12140.92969,0.15385
260.754,19.65381,12144.08496,0.15392
260.854,19.66231,12141.7666,0.15398
260.954,19.67031,12139.87891,0.15405
261.054,19.67875,12141.62402,0.15411
261.154,19.68712,12141.78223,0.15418
261.254,19.69537,12141.06641,0.15424
261.354,19.70362,12139.2627,0.15431
261.454,19.71193,12141.81445,0.15437
261.554,19.72037,12141.7627,0.15444
261.654,19.72868,12142.82422,0.15451
261.754,19.73718,12143.61719,0.15457
261.854,19.74562,12140.42188,0.15464
261.954,19.75362,12137.82031,0.1547
262.054,19.76187,12139.32812,0.15477
262.154,19.77031,12139.62402,0.15483
262.254,19.77875,12140.62012,0.1549
262.354,19.78719,12141.41992,0.15497
262.454,19.79562,12142.81152,0.15503
262.554,19.80381,12137.09863,0.1551
262.654,19.81181,12137.75977,0.15516
262.754,19.82037,12142.10645,0.15523
262.854,19.82875,12138.98535,0.15529
262.954,19.83681,12137.41992,0.15536
263.054,19.84537,12141.90039,0.15543
263.154,19.85375,12140.92285,0.15549
263.254,19.86206,12139.29102,0.15556
263.354,19.87043,12139.66211,0.15562
263.454,19.87881,12139.59961,0.15569
263.554,19.88712,12135.95312,0.15575
263.654,19.89506,12135.89941,0.15582
263.754,19.90368,12140.90137,0.15588
263.854,19.91231,12140.29395,0.15595
263.954,19.92037,12138.2666,0.15602
264.054,19.92893,12139.40332,0.15608
264.154,19.93712,12137.91113,0.15615
264.254,19.94525,12136.42285,0.15621
264.354,19.95362,12137.69336,0.15628
264.454,19.962,12140.00098,0.15634
264.554,19.97056,12139.51367,0.15641
264.654,19.97869,12138.56738,0.15647
264.754,19.98693,12138.30762,0.15654
264.854,19.99556,12138.52148,0.15661
264.954,20.00368,12136.79883,0.15667
265.054,20.012,12136.96875,0.15674
265.154,20.02037,12136.5332,0.1568
265.254,20.02862,12135.59473,0.15687
265.354,20.037,12137.74609,0.15693
265.454,20.04556,12140.21289,0.157
265.554,20.05393,12136.02246,0.15707
265.654,20.06193,12135.39941,0.15713
265.754,20.07037,12137.72559,0.1572
265.854,20.07856,12134.05762,0.15726
265.954,20.08681,12136.07227,0.15733
266.054,20.0955,12140.57324,0.15739
266.154,20.10387,12138.25488,0.15746
266.254,20.11206,12134.35352,0.15753
266.354,20.12031,12134.60742,0.15759
266.454,20.12868,12136.80176,0.15766
266.554,20.13712,12134.4873,0.15772
266.654,20.14519,12133.42285,0.15779
266.754,20.15381,12137.76367,0.15785
266.854,20.16218,12134.91016,0.15792
266.954,20.17025,12134.86914,0.15798
267.054,20.17887,12137.17773,0.15805
267.154,20.18725,12136.39941,0.15812
267.254,20.19537,12133.29492,0.15818
267.354,20.20356,12132.59766,0.15825
267.454,20.21181,12135.47559,0.15831
267.554,20.22043,12136.71289,0.15838
267.654,20.22868,12136.51758,0.15844
267.754,20.23718,12136.75391,0.15851
267.854,20.24562,12134.06348,0.15858
267.954,20.25349,12130.78613,0.15864
268.054,20.26187,12134.05176,0.1587
268.154,20.27037,12135.11816,0.15877
268.254,20.27875,12133.56055,0.15884
268.354,20.28712,12134.27734,0.1589
268.454,20.2955,12135.16406,0.15897
268.554,20.30375,12131.09375,0.15903
268.654,20.31193,12133.17188,0.1591
268.754,20.32043,12135.08594,0.15917
268.854,20.32874,12130.87988,0.15923
268.954,20.33681,12130.55176,0.15929
269.054,20.34537,12134.91309,0.15936
269.154,20.35381,12134.96582,0.15943
269.254,20.36218,12133.1582,0.15949
269.354,20.37044,12131.70703,0.15956
269.454,20.37881,12132.12598,0.15963
269.554,20.38693,12128.20215,0.15969
269.654,20.39506,12129.53125,0.15975
269.754,20.40381,12135.93262,0.15982
269.854,20.41231,12132.60645,0.15989
269.954,20.42037,12130.6543,0.15995
270.054,20.42887,12131.99609,0.16002
270.154,20.43706,12129.96582,0.16008
270.254,20.44531,12130.86719,0.16015
270.354,20.45368,12131.04102,0.16022
270.454,20.46194,12131.68164,0.16028
270.554,20.4705,12131.4707,0.16035
270.654,20.47856,12130.49414,0.16041
270.754,20.48706,12133.59863,0.16048
270.854,20.49568,12132.53223,0.16055
270.954,20.50368,12127.86719,0.16061
271.054,20.512,12129.19922,0.16067
271.154,20.52025,12128.29199,0.16074
271.254,20.52862,12128.8623,0.16081
271.354,20.53718,12132.38965,0.16087
271.454,20.54562,12132.40723,0.16094
271.554,20.55394,12126.88086,0.161
271.654,20.56187,12127.72363,0.16107
271.754,20.57024,12129.03906,0.16113
271.854,20.57868,12128.1582,0.1612
271.954,20.58681,12128.1543,0.16126
272.054,20.5955,12132.0293,0.16133
272.154,20.60387,12130.33496,0.1614
272.254,20.612,12126.0791,0.16146
272.354,20.62037,12128.15234,0.16153
272.454,20.62881,12129.72266,0.16159
272.554,20.63712,12125.6543,0.16166
272.654,20.64512,12124.34277,0.16172
272.754,20.65375,12129.93457,0.16179
272.854,20.66219,12127.71777,0.16186
272.954,20.67031,12126.87793,0.16192
273.054,20.67894,12129.15918,0.16199
273.154,20.68712,12126.40527,0.16205
273.254,20.69537,12125.75293,0.16212
273.354,20.7035,12124.65234,0.16218
273.454,20.71194,12128.55566,0.16225
273.554,20.72056,12129.1748,0.16232
273.654,20.72869,12127.04297,0.16238
273.754,20.73712,12127.50391,0.16245
273.854,20.7455,12125.20996,0.16251
273.954,20.75356,12123.37109,0.16258
274.054,20.76193,12126.3877,0.16264
274.154,20.77037,12125.57031,0.16271
274.254,20.77868,12123.62988,0.16277
274.354,20.78706,12125.39355,0.16284
274.454,20.79543,12127.22461,0.16291
274.554,20.80387,12124.28418,0.16297
274.654,20.81193,12123.78027,0.16304
274.754,20.82037,12125.01758,0.1631
274.854,20.82868,12122.07227,0.16317
274.954,20.83669,12121.89941,0.16323
275.054,20.84537,12127.27539,0.1633
275.154,20.85387,12126.61816,0.16337
275.254,20.86218,12122.90527,0.16343
275.354,20.87037,12122.09277,0.1635
275.454,20.87868,12122.81934,0.16356
275.554,20.887,12120.20996,0.16363
275.654,20.89518,12121.28613,0.16369
275.754,20.90381,12125.58887,0.16376
275.854,20.91231,12122.37598,0.16383
275.954,20.92031,12120.75586,0.16389
276.054,20.92881,12122.93164,0.16396
276.154,20.93718,12123.21191,0.16402
276.254,20.94537,12121.52734,0.16409
276.354,20.95362,12120.24805,0.16415
276.454,20.962,12122.55957,0.16422
276.554,20.97043,12121.64648,0.16428
276.654,20.97869,12122.5166,0.16435
276.754,20.98712,12123.41504,0.16442
276.854,20.99562,12121.27051,0.16448
276.954,21.00368,12118.02051,0.16455
277.054,21.01187,12119.65332,0.16461
277.154,21.02031,12119.41797,0.16468
277.254,21.02868,12119.48145,0.16474
277.354,21.03712,12120.96973,0.16481
277.454,21.04556,12121.49707,0.16488
277.554,21.05381,12117.21289,0.16494
277.654,21.06181,12116.84766,0.165
277.754,21.07037,12121.00781,0.16507
277.854,21.07875,12118.41699,0.16514
277.954,21.08681,12116.72363,0.1652
278.054,21.0955,12121.11426,0.16527
278.154,21.10375,12119.33105,0.16533
278.254,21.11206,12117.85547,0.1654
278.354,21.12043,12118.25488,0.16547
278.454,21.12881,12118.4834,0.16553
278.554,21.13712,12115.17383,0.1656
278.654,21.14506,12114.48828,0.16566
278.754,21.15368,12119.37109,0.16573
278.854,21.16231,12118.73633,0.16579
278.954,21.17037,12116.02344,0.16586
279.054,21.17893,12117.35938,0.16593
279.154,21.18712,12115.40039,0.16599
279.254,21.19525,12114.93066,0.16605
279.354,21.20356,12115.22266,0.16612
279.454,21.212,12117.71191,0.16619
279.554,21.2205,12116.49609,0.16625
279.654,21.22875,12116.56445,0.16632
279.754,21.237,12116.03613,0.16638
279.854,21.2455,12115.51953,0.16645
279.954,21.25368,12113.89648,0.16651
280.054,21.262,12114.32324,0.16658
280.154,21.27037,12113.00488,0.16665
280.254,21.27856,12112.75195,0.16671
280.354,21.287,12114.74023,0.16678
280.454,21.29556,12117.43555,0.16684
280.554,21.30393,12112.7832,0.16691
280.654,21.31194,12111.81543,0.16697
